date;ePAR;Temperature;RelativeHumidity;Co2;DewPoint;VPD;Pressure
Jan 4 2024 12:10:00 PM;153,251;20,441;70,693;516,5;14,91;0,705;98,205
Jan 4 2024 12:20:00 PM;235,379;21,084;69,741;522;15,312;0,758;98,185
Jan 4 2024 12:30:00 PM;144,376;22,744;65,883;513;15,999;0,945;98,16
Jan 4 2024 12:40:00 PM;178,979;22,525;64,8;512,5;15,536;0,962;98,14
Jan 4 2024 12:50:00 PM;123,38;21,739;65,591;515;14,984;0,897;98,115
Jan 4 2024 1:00:00 PM;134,162;21,533;66,479;518,5;14,997;0,863;98,095
Jan 4 2024 1:10:00 PM;169,277;21,854;66,236;510;15,244;0,886;98,07
Jan 4 2024 1:20:00 PM;175,435;22,453;64,853;509;15,482;0,957;98,035
Jan 4 2024 1:30:00 PM;129,306;22,672;63,791;511,5;15,432;0,999;98,01
Jan 4 2024 1:40:00 PM;134,219;22,237;64,602;513;15,218;0,951;97,985
Jan 4 2024 1:50:00 PM;105,417;22,047;65,196;515;15,181;0,924;97,965
Jan 4 2024 2:00:00 PM;137,685;21,584;66,868;506,5;15,135;0,855;97,945
Jan 4 2024 2:10:00 PM;156,356;21,694;67,506;518,5;15,386;0,845;97,925
Jan 4 2024 2:20:00 PM;157,849;22,349;66,001;509,5;15,656;0,92;97,9
Jan 4 2024 2:30:00 PM;213,355;24,017;62,74;513,5;16,435;1,115;97,87
Jan 4 2024 2:40:00 PM;174,619;25,408;59,539;508,5;16,914;1,315;97,845
Jan 4 2024 2:50:00 PM;214,254;26,542;57,306;510;17,367;1,484;97,82
Jan 4 2024 3:00:00 PM;118,684;26,561;56,704;503;17,218;1,507;97,81
Jan 4 2024 3:10:00 PM;166,647;26,012;57,282;506;16,87;1,439;97,795
Jan 4 2024 3:20:00 PM;135,133;26,13;56,499;501,5;16,764;1,476;97,78
Jan 4 2024 3:30:00 PM;82,551;25,206;57,742;506,5;16,249;1,357;97,76
Jan 4 2024 3:40:00 PM;79,24;23,817;60,035;511,5;15,564;1,181;97,74
Jan 4 2024 3:50:00 PM;61,804;22,788;62,594;515;15,248;1,039;97,74
Jan 4 2024 4:00:00 PM;65,229;21,788;65,589;509,5;15,03;0,899;97,735
Jan 4 2024 4:10:00 PM;68,799;21,163;67,509;513,5;14,885;0,817;97,72
Jan 4 2024 4:20:00 PM;57,707;20,58;69,085;519;14,687;0,75;97,72
Jan 4 2024 4:30:00 PM;49,554;19,89;70,509;524,5;14,346;0,686;97,705
Jan 4 2024 4:40:00 PM;41,108;19,247;72,116;525,5;14,079;0,623;97,69
Jan 4 2024 4:50:00 PM;32,532;18,625;73,65;523;13,806;0,566;97,685
Jan 4 2024 5:00:00 PM;24,793;18,001;75,302;532;13,547;0,511;97,675
Jan 4 2024 5:10:00 PM;16,542;17,413;76,274;522,5;13,177;0,473;97,665
Jan 4 2024 5:20:00 PM;8,814;16,799;77,201;528;12,771;0,437;97,655
Jan 4 2024 5:30:00 PM;3,962;16,208;77,338;535;12,228;0,418;97,645
Jan 4 2024 5:40:00 PM;1,064;15,752;79,137;535,5;12,134;0,374;97,64
Jan 4 2024 5:50:00 PM;0;15,304;80,658;536;11,988;0,337;97,635
Jan 4 2024 6:00:00 PM;0;14,984;81,802;537,5;11,891;0,31;97,62
Jan 4 2024 6:10:00 PM;0;14,693;82,624;544,5;11,759;0,291;97,615
Jan 4 2024 6:20:00 PM;0;14,423;83,044;550,5;11,573;0,279;97,61
Jan 4 2024 6:30:00 PM;0;14,283;83,313;552;11,485;0,272;97,6
Jan 4 2024 6:40:00 PM;0;13,983;84,174;552,5;11,347;0,253;97,6
Jan 4 2024 6:50:00 PM;0;13,811;85,492;549;11,413;0,229;97,6
Jan 4 2024 7:00:00 PM;0;13,703;85,743;553;11,352;0,224;97,59
Jan 4 2024 7:10:00 PM;0;13,537;86,021;544,5;11,238;0,217;97,605
Jan 4 2024 7:20:00 PM;0;13,426;86,467;556;11,207;0,209;97,61
Jan 4 2024 7:30:00 PM;0;13,226;86,729;555,5;11,056;0,202;97,62
Jan 4 2024 7:40:00 PM;0;13,142;86,692;553,5;10,968;0,201;97,62
Jan 4 2024 7:50:00 PM;0;12,885;87,174;561;10,8;0,191;97,605
Jan 4 2024 8:00:00 PM;0;12,764;87,157;567;10,678;0,19;97,595
Jan 4 2024 8:10:00 PM;0;12,704;87,057;561;10,602;0,19;97,585
Jan 4 2024 8:20:00 PM;0;12,531;87,592;564,5;10,525;0,18;97,585
Jan 4 2024 8:30:00 PM;0;12,452;87,871;567,5;10,494;0,175;97,57
Jan 4 2024 8:40:00 PM;0;12,321;88,033;566,5;10,394;0,172;97,575
Jan 4 2024 8:50:00 PM;0;12,283;87,594;571;10,282;0,178;97,57
Jan 4 2024 9:00:00 PM;0;12,163;88,069;569;10,245;0,169;97,57
Jan 4 2024 9:10:00 PM;0;12,161;87,937;578;10,221;0,171;97,56
Jan 4 2024 9:20:00 PM;0;12,127;87,627;581;10,134;0,175;97,555
Jan 4 2024 9:30:00 PM;0;12,015;86,851;581,5;9,892;0,185;97,535
Jan 4 2024 9:40:00 PM;0;11,879;87,102;579;9,803;0,18;97,53
Jan 4 2024 9:50:00 PM;0;11,944;87,542;573,5;9,941;0,174;97,51
Jan 4 2024 10:00:00 PM;0;12,04;87,999;567;10,113;0,169;97,51
Jan 4 2024 10:10:00 PM;0;11,938;88,673;563;10,126;0,158;97,505
Jan 4 2024 10:20:00 PM;0;11,968;89,034;567;10,216;0,154;97,5
Jan 4 2024 10:30:00 PM;0;11,937;89,031;562,5;10,185;0,153;97,49
Jan 4 2024 10:40:00 PM;0;11,969;89,117;556,5;10,231;0,153;97,485
Jan 4 2024 10:50:00 PM;0;11,959;88,972;552,5;10,196;0,154;97,485
Jan 4 2024 11:00:00 PM;0;11,88;88,47;562;10,035;0,161;97,49
Jan 4 2024 11:10:00 PM;0;11,826;88,129;555,5;9,924;0,165;97,48
Jan 4 2024 11:20:00 PM;0;11,746;87,314;551;9,708;0,175;97,48
Jan 4 2024 11:30:00 PM;0;11,748;87,089;557;9,672;0,178;97,475
Jan 4 2024 11:40:00 PM;0;11,701;86,543;551;9,533;0,185;97,48
Jan 4 2024 11:50:00 PM;0;11,61;85,43;554,5;9,252;0,199;97,455
Jan 5 2024 12:00:00 AM;0;11,594;86,216;550;9,373;0,188;97,405
Jan 5 2024 12:10:00 AM;0;11,47;85,381;552,5;9,107;0,198;97,34
Jan 5 2024 12:20:00 AM;0;11,397;82,982;551,5;8,616;0,23;97,29
Jan 5 2024 12:30:00 AM;0;11,496;83,257;551,5;8,762;0,227;97,275
Jan 5 2024 12:40:00 AM;0;11,546;85,628;553;9,224;0,196;97,27
Jan 5 2024 12:50:00 AM;0;11,617;85,175;551;9,215;0,203;97,275
Jan 5 2024 1:00:00 AM;0;11,48;83,894;550;8,858;0,219;97,24
Jan 5 2024 1:10:00 AM;0;11,433;85,899;554,5;9,16;0,191;97,245
Jan 5 2024 1:20:00 AM;0;11,439;86,598;551,5;9,285;0,181;97,255
Jan 5 2024 1:30:00 AM;0;11,384;86,941;551,5;9,291;0,176;97,27
Jan 5 2024 1:40:00 AM;0;11,387;86,921;556;9,29;0,176;97,255
Jan 5 2024 1:50:00 AM;0;11,307;86,957;552;9,217;0,175;97,255
Jan 5 2024 2:00:00 AM;0;11,307;87,516;565,5;9,312;0,167;97,24
Jan 5 2024 2:10:00 AM;0;11,287;86,475;552;9,116;0,181;97,23
Jan 5 2024 2:20:00 AM;0;11,092;86,166;559;8,872;0,183;97,21
Jan 5 2024 2:30:00 AM;0;11,099;86,497;561;8,936;0,179;97,2
Jan 5 2024 2:40:00 AM;0;10,968;85,015;569,5;8,553;0,197;97,18
Jan 5 2024 2:50:00 AM;0;10,878;84,193;576;8,323;0,206;97,165
Jan 5 2024 3:00:00 AM;0;10,926;84,783;575,5;8,472;0,199;97,155
Jan 5 2024 3:10:00 AM;0;10,988;84,788;564,5;8,534;0,2;97,145
Jan 5 2024 3:20:00 AM;0;11,016;85,849;563;8,743;0,186;97,155
Jan 5 2024 3:30:00 AM;0;11,065;87,089;558;9,004;0,17;97,145
Jan 5 2024 3:40:00 AM;0;11,121;87,337;557;9,1;0,168;97,135
Jan 5 2024 3:50:00 AM;0;11,066;87,527;556;9,079;0,165;97,12
Jan 5 2024 4:00:00 AM;0;10,955;86,49;560,5;8,794;0,177;97,1
Jan 5 2024 4:10:00 AM;0;10,91;87,229;559;8,875;0,167;97,085
Jan 5 2024 4:20:00 AM;0;10,919;87,477;558;8,926;0,164;97,07
Jan 5 2024 4:30:00 AM;0;10,843;87,799;564,5;8,905;0,159;97,05
Jan 5 2024 4:40:00 AM;0;10,801;88,328;566;8,953;0,151;97,055
Jan 5 2024 4:50:00 AM;0;10,722;88,796;561,5;8,953;0,145;97,055
Jan 5 2024 5:00:00 AM;0;10,757;89,15;560;9,046;0,14;97,03
Jan 5 2024 5:10:00 AM;0;10,847;88,946;562,5;9,101;0,144;97,015
Jan 5 2024 5:20:00 AM;0;10,846;88,459;561,5;9,018;0,15;97
Jan 5 2024 5:30:00 AM;0;10,846;87,493;566,5;8,857;0,163;96,98
Jan 5 2024 5:40:00 AM;0;10,914;87,802;566,5;8,975;0,159;96,985
Jan 5 2024 5:50:00 AM;0;11,007;87,136;562,5;8,954;0,169;96,985
Jan 5 2024 6:00:00 AM;0,021;10,969;86,432;561,5;8,798;0,178;96,97
Jan 5 2024 6:10:00 AM;0;11,011;84,643;558,5;8,531;0,202;96,965
Jan 5 2024 6:20:00 AM;0;11,05;84,384;555;8,524;0,206;96,955
Jan 5 2024 6:30:00 AM;0;11,04;84,896;559;8,603;0,199;96,955
Jan 5 2024 6:40:00 AM;0;11,029;85,531;553;8,702;0,191;96,935
Jan 5 2024 6:50:00 AM;0;11,064;85,046;551,5;8,653;0,197;96,915
Jan 5 2024 7:00:00 AM;0;11,051;84,883;563;8,612;0,199;96,905
Jan 5 2024 7:10:00 AM;0;11,008;85,054;556;8,599;0,197;96,895
Jan 5 2024 7:20:00 AM;0;10,89;85,565;554;8,572;0,188;96,885
Jan 5 2024 7:30:00 AM;0;10,742;86,372;559;8,565;0,176;96,885
Jan 5 2024 7:40:00 AM;0;10,713;87,325;556;8,698;0,163;96,89
Jan 5 2024 7:50:00 AM;0;10,682;88,096;546,5;8,797;0,153;96,895
Jan 5 2024 8:00:00 AM;0;10,677;88,651;555,5;8,885;0,146;96,89
Jan 5 2024 8:10:00 AM;0,17;10,66;88,825;558;8,897;0,144;96,885
Jan 5 2024 8:20:00 AM;1,281;10,617;88,836;569,5;8,857;0,143;96,885
Jan 5 2024 8:30:00 AM;1,426;10,608;89,004;562,5;8,875;0,141;96,89
Jan 5 2024 8:40:00 AM;1,266;10,62;89,09;570;8,901;0,14;96,89
Jan 5 2024 8:50:00 AM;2,697;10,68;89,01;567,5;8,947;0,141;96,885
Jan 5 2024 9:00:00 AM;2,712;10,655;88,955;574;8,914;0,142;96,88
Jan 5 2024 9:10:00 AM;3,208;10,689;88,582;572,5;8,885;0,147;96,88
Jan 5 2024 9:20:00 AM;5,321;10,715;88,595;570,5;8,913;0,147;96,88
Jan 5 2024 9:30:00 AM;12,642;10,804;87,866;563;8,879;0,157;96,885
Jan 5 2024 9:40:00 AM;11,056;10,994;86,558;595;8,843;0,177;96,89
Jan 5 2024 9:50:00 AM;14,92;10,885;85,949;582,5;8,633;0,183;96,885
Jan 5 2024 10:00:00 AM;41,268;10,973;87,663;602;9,01;0,162;96,86
Jan 5 2024 10:10:00 AM;47,364;11,192;88,342;587,5;9,338;0,155;96,845
Jan 5 2024 10:20:00 AM;53,357;11,328;88,385;582;9,479;0,156;96,87
Jan 5 2024 10:30:00 AM;83,931;11,662;88,366;573;9,804;0,16;96,885
Jan 5 2024 10:40:00 AM;82,474;12,234;86,623;573;10,068;0,191;96,9
Jan 5 2024 10:50:00 AM;72,022;12,671;86,028;564,5;10,393;0,205;96,915
Jan 5 2024 11:00:00 AM;57,867;12,902;85,247;562,5;10,482;0,22;96,9
Jan 5 2024 11:10:00 AM;71,754;13,131;84,953;558;10,654;0,228;96,895
Jan 5 2024 11:20:00 AM;44,502;13,169;83,973;563;10,518;0,243;96,9
Jan 5 2024 11:30:00 AM;68,411;13,217;84,58;561;10,673;0,235;96,895
Jan 5 2024 11:40:00 AM;82,577;13,562;83,896;554,5;10,888;0,251;96,89
Jan 5 2024 11:50:00 AM;78,692;13,743;82,384;556;10,792;0,277;96,88
Jan 5 2024 12:00:00 PM;87,371;13,859;80,606;549,5;10,579;0,308;96,865
Jan 5 2024 12:10:00 PM;92,026;13,828;78,35;551;10,125;0,343;96,865
Jan 5 2024 12:20:00 PM;81,058;13,802;76,686;552;9,782;0,368;96,86
Jan 5 2024 12:30:00 PM;135,469;13,893;76,984;547;9,927;0,366;96,83
Jan 5 2024 12:40:00 PM;196,074;14,73;76,054;539,5;10,553;0,402;96,82
Jan 5 2024 12:50:00 PM;136,326;15,625;73,92;536,5;10,987;0,464;96,805
Jan 5 2024 1:00:00 PM;112,464;15,706;73,993;540,5;11,08;0,465;96,78
Jan 5 2024 1:10:00 PM;107,768;15,803;73,749;528;11,123;0,472;96,77
Jan 5 2024 1:20:00 PM;90,022;15,752;73,861;539;11,097;0,468;96,765
Jan 5 2024 1:30:00 PM;100,638;15,721;73,423;536;10,979;0,475;96,755
Jan 5 2024 1:40:00 PM;98,138;15,631;73,888;540;10,987;0,464;96,745
Jan 5 2024 1:50:00 PM;137,866;15,775;72,63;537,5;10,868;0,491;96,725
Jan 5 2024 2:00:00 PM;122,326;15,945;71,431;534;10,781;0,518;96,725
Jan 5 2024 2:10:00 PM;94,878;16,058;72,214;533,5;11,053;0,508;96,72
Jan 5 2024 2:20:00 PM;109,447;16,06;72,58;538,5;11,13;0,501;96,71
Jan 5 2024 2:30:00 PM;125,106;16,423;72,945;536;11,553;0,506;96,7
Jan 5 2024 2:40:00 PM;111,777;16,765;72,835;536,5;11,858;0,519;96,695
Jan 5 2024 2:50:00 PM;91,571;16,841;72,612;531,5;11,884;0,526;96,69
Jan 5 2024 3:00:00 PM;80,412;16,712;72,611;539;11,761;0,522;96,7
Jan 5 2024 3:10:00 PM;79,09;16,422;72,421;534,5;11,444;0,516;96,7
Jan 5 2024 3:20:00 PM;66,164;16,208;72,7;539;11,296;0,504;96,7
Jan 5 2024 3:30:00 PM;52,902;15,901;73,273;537,5;11,12;0,484;96,705
Jan 5 2024 3:40:00 PM;63,214;15,655;73,566;534,5;10,944;0,471;96,7
Jan 5 2024 3:50:00 PM;50,954;15,552;74,162;540,5;10,966;0,457;96,705
Jan 5 2024 4:00:00 PM;27,071;15,351;75,083;542,5;10,958;0,435;96,715
Jan 5 2024 4:10:00 PM;17,937;14,887;76,616;539;10,814;0,396;96,715
Jan 5 2024 4:20:00 PM;16,656;14,557;77,242;545,5;10,617;0,378;96,725
Jan 5 2024 4:30:00 PM;11,696;14,284;76,936;539;10,295;0,376;96,745
Jan 5 2024 4:40:00 PM;9,423;13,866;77,492;543;9,999;0,357;96,74
Jan 5 2024 4:50:00 PM;7,656;13,622;77,475;544;9,76;0,352;96,74
Jan 5 2024 5:00:00 PM;3,508;13,296;76,228;547;9,205;0,363;96,745
Jan 5 2024 5:10:00 PM;1,023;13,051;75,608;546;8,848;0,367;96,74
Jan 5 2024 5:20:00 PM;0,3;12,774;75,853;543,5;8,629;0,357;96,735
Jan 5 2024 5:30:00 PM;0,191;12,472;75,191;549;8,21;0,359;96,74
Jan 5 2024 5:40:00 PM;0;12,128;75,799;545;7,996;0,343;96,74
Jan 5 2024 5:50:00 PM;0;11,993;77,038;546,5;8,104;0,322;96,745
Jan 5 2024 6:00:00 PM;0;11,739;77,037;542;7,858;0,317;96,77
Jan 5 2024 6:10:00 PM;0;11,69;77,605;546;7,918;0,308;96,795
Jan 5 2024 6:20:00 PM;0;11,66;77,664;544,5;7,9;0,307;96,805
Jan 5 2024 6:30:00 PM;0;11,64;78,13;544,5;7,968;0,3;96,83
Jan 5 2024 6:40:00 PM;0;11,49;77,56;549,5;7,716;0,305;96,845
Jan 5 2024 6:50:00 PM;0;11,334;79,412;556;7,91;0,277;96,865
Jan 5 2024 7:00:00 PM;0;11,208;81,254;550,5;8,123;0,25;96,88
Jan 5 2024 7:10:00 PM;0;11,069;83,128;551;8,322;0,223;96,89
Jan 5 2024 7:20:00 PM;0;10,7;85,189;551;8,322;0,191;96,89
Jan 5 2024 7:30:00 PM;0;10,561;86,293;552,5;8,374;0,175;96,895
Jan 5 2024 7:40:00 PM;0;10,327;86,9;549;8,248;0,165;96,92
Jan 5 2024 7:50:00 PM;0;10,311;86,948;547,5;8,241;0,164;96,94
Jan 5 2024 8:00:00 PM;0;10,234;87,601;546;8,275;0,155;96,95
Jan 5 2024 8:10:00 PM;0;10,284;88,042;552;8,397;0,15;96,95
Jan 5 2024 8:20:00 PM;0;10,237;88,166;551,5;8,372;0,148;96,955
Jan 5 2024 8:30:00 PM;0;10,153;88,445;552;8,336;0,144;96,965
Jan 5 2024 8:40:00 PM;0;10,029;88,532;555;8,229;0,141;96,97
Jan 5 2024 8:50:00 PM;0;9,918;88,475;555,5;8,11;0,141;96,97
Jan 5 2024 9:00:00 PM;0;9,785;87,984;549;7,899;0,146;96,98
Jan 5 2024 9:10:00 PM;0;9,651;87,228;547,5;7,641;0,153;96,99
Jan 5 2024 9:20:00 PM;0;9,522;86,655;548,5;7,419;0,159;97
Jan 5 2024 9:30:00 PM;0;9,44;87,295;545,5;7,445;0,15;97
Jan 5 2024 9:40:00 PM;0;9,454;87,952;546;7,568;0,143;97,01
Jan 5 2024 9:50:00 PM;0;9,582;88,761;548,5;7,827;0,134;97,025
Jan 5 2024 10:00:00 PM;0;9,606;89,032;549;7,896;0,131;97,03
Jan 5 2024 10:10:00 PM;0;9,526;88,348;544;7,705;0,139;97,04
Jan 5 2024 10:20:00 PM;0;9,308;87,35;539;7,324;0,148;97,04
Jan 5 2024 10:30:00 PM;0;9,156;86,868;551;7,095;0,153;97,04
Jan 5 2024 10:40:00 PM;0;9,146;87,563;544;7,201;0,144;97,05
Jan 5 2024 10:50:00 PM;0;9,221;88,218;542,5;7,383;0,137;97,04
Jan 5 2024 11:00:00 PM;0;9,196;88,258;543,5;7,365;0,137;97,025
Jan 5 2024 11:10:00 PM;0;9,212;87,65;546;7,281;0,144;97,025
Jan 5 2024 11:20:00 PM;0;9,061;87,938;550;7,18;0,139;97,025
Jan 5 2024 11:30:00 PM;0;9,028;88,388;546,5;7,222;0,134;97,025
Jan 5 2024 11:40:00 PM;0;9,074;88,448;547,5;7,276;0,133;97,03
Jan 5 2024 11:50:00 PM;0;8,945;88,57;545,5;7,17;0,131;97,02
Jan 6 2024 12:00:00 AM;0;8,886;89,039;551,5;7,189;0,125;97,015
Jan 6 2024 12:10:00 AM;0;8,863;89,319;549;7,212;0,122;97,02
Jan 6 2024 12:20:00 AM;0;8,877;89,346;549,5;7,23;0,121;97,02
Jan 6 2024 12:30:00 AM;0;8,765;89,064;544,5;7,074;0,124;97,01
Jan 6 2024 12:40:00 AM;0;8,671;88,408;545,5;6,874;0,13;97,01
Jan 6 2024 12:50:00 AM;0;8,648;87,929;551,5;6,773;0,136;97,02
Jan 6 2024 1:00:00 AM;0;8,533;86,788;549,5;6,471;0,147;97,015
Jan 6 2024 1:10:00 AM;0;8,373;85,873;552;6,161;0,156;97,015
Jan 6 2024 1:20:00 AM;0;8,393;85,935;545;6,19;0,155;97
Jan 6 2024 1:30:00 AM;0;8,287;86,315;550;6,151;0,15;96,995
Jan 6 2024 1:40:00 AM;0;8,22;86,255;544,5;6,075;0,15;96,975
Jan 6 2024 1:50:00 AM;0;8,084;86,373;547;5,961;0,147;96,965
Jan 6 2024 2:00:00 AM;0;8,047;86,061;548;5,873;0,15;96,96
Jan 6 2024 2:10:00 AM;0;7,934;86,316;549;5,805;0,146;96,96
Jan 6 2024 2:20:00 AM;0;7,895;86,884;548;5,861;0,14;96,97
Jan 6 2024 2:30:00 AM;0;7,847;85,716;543;5,619;0,152;96,98
Jan 6 2024 2:40:00 AM;0;7,598;84,125;547;5,106;0,166;96,98
Jan 6 2024 2:50:00 AM;0;7,696;82,523;548,5;4,927;0,184;96,98
Jan 6 2024 3:00:00 AM;0;7,48;82,686;549;4,744;0,18;96,99
Jan 6 2024 3:10:00 AM;0;7,313;82,318;552;4,519;0,181;97,005
Jan 6 2024 3:20:00 AM;0;7,196;82,317;542;4,404;0,18;97,01
Jan 6 2024 3:30:00 AM;0;7,213;83,018;547,5;4,542;0,173;97,01
Jan 6 2024 3:40:00 AM;0;7,09;83,421;540;4,49;0,167;97,01
Jan 6 2024 3:50:00 AM;0;6,944;83,352;547,5;4,336;0,166;97,01
Jan 6 2024 4:00:00 AM;0;6,949;84,383;544;4,515;0,156;97,02
Jan 6 2024 4:10:00 AM;0;6,843;84,983;546;4,513;0,149;97,015
Jan 6 2024 4:20:00 AM;0;6,715;84,18;544;4,252;0,156;97,005
Jan 6 2024 4:30:00 AM;0;6,658;83,61;549;4,1;0,161;97,015
Jan 6 2024 4:40:00 AM;0;6,682;82,861;542;3,996;0,168;97,015
Jan 6 2024 4:50:00 AM;0;6,587;82,902;545;3,91;0,167;97,01
Jan 6 2024 5:00:00 AM;0;6,683;80,65;547,5;3,613;0,19;97,005
Jan 6 2024 5:10:00 AM;0;6,572;80,875;545;3,545;0,186;97,01
Jan 6 2024 5:20:00 AM;0;6,544;80,341;549;3,424;0,191;97,025
Jan 6 2024 5:30:00 AM;0;6,528;80,254;545;3,393;0,192;97,035
Jan 6 2024 5:40:00 AM;0;6,444;80,362;549,5;3,33;0,19;97,035
Jan 6 2024 5:50:00 AM;0;6,345;80,71;549,5;3,294;0,185;97,04
Jan 6 2024 6:00:00 AM;0;6,298;79,973;551;3,12;0,191;97,045
Jan 6 2024 6:10:00 AM;0;6,238;80,01;547,5;3,067;0,19;97,04
Jan 6 2024 6:20:00 AM;0;6,099;79,322;547;2,811;0,195;97,05
Jan 6 2024 6:30:00 AM;0;6,066;79,909;547;2,882;0,189;97,055
Jan 6 2024 6:40:00 AM;0;5,912;79,326;546,5;2,63;0,192;97,06
Jan 6 2024 6:50:00 AM;0;5,837;80,576;552;2,776;0,18;97,08
Jan 6 2024 7:00:00 AM;0;5,862;80,58;545,5;2,802;0,18;97,09
Jan 6 2024 7:10:00 AM;0;5,793;81,323;541,5;2,863;0,172;97,095
Jan 6 2024 7:20:00 AM;0;5,731;82,269;542;2,965;0,163;97,095
Jan 6 2024 7:30:00 AM;0;5,617;83,725;546,5;3,102;0,148;97,12
Jan 6 2024 7:40:00 AM;0;5,479;84,668;540;3,124;0,138;97,13
Jan 6 2024 7:50:00 AM;0;5,472;84,602;542;3,106;0,139;97,135
Jan 6 2024 8:00:00 AM;0;5,517;84,462;543;3,127;0,141;97,16
Jan 6 2024 8:10:00 AM;0,827;5,407;83,716;545;2,894;0,146;97,185
Jan 6 2024 8:20:00 AM;3,714;5,343;81,669;546,5;2,484;0,164;97,205
Jan 6 2024 8:30:00 AM;7,93;5,437;81,29;544;2,511;0,169;97,21
Jan 6 2024 8:40:00 AM;24,622;5,516;80,502;543,5;2,451;0,177;97,22
Jan 6 2024 8:50:00 AM;41,5;6,034;78,198;540,5;2,547;0,205;97,225
Jan 6 2024 9:00:00 AM;49,513;6,828;75,463;542,5;2,816;0,243;97,225
Jan 6 2024 9:10:00 AM;67,802;7,726;72,757;539;3,168;0,287;97,25
Jan 6 2024 9:20:00 AM;100,933;8,682;70,072;536;3,554;0,337;97,27
Jan 6 2024 9:30:00 AM;145,455;9,623;69,404;536,5;4,319;0,367;97,29
Jan 6 2024 9:40:00 AM;177,548;10,549;68,821;542;5,084;0,398;97,31
Jan 6 2024 9:50:00 AM;200,13;11,302;67,89;535;5,607;0,431;97,305
Jan 6 2024 10:00:00 AM;223,403;12,104;66,751;530;6,126;0,47;97,31
Jan 6 2024 10:10:00 AM;254,101;12,7;63,69;534,5;6,014;0,534;97,315
Jan 6 2024 10:20:00 AM;288,994;13,389;61,607;531,5;6,184;0,591;97,315
Jan 6 2024 10:30:00 AM;310,31;14,142;61,745;527;6,926;0,618;97,32
Jan 6 2024 10:40:00 AM;335,066;14,849;60,341;536;7,256;0,671;97,33
Jan 6 2024 10:50:00 AM;359,053;15,557;59,12;520,5;7,621;0,724;97,34
Jan 6 2024 11:00:00 AM;361,616;16,466;59,653;514;8,603;0,757;97,35
Jan 6 2024 11:10:00 AM;372,103;17,155;59,135;517,5;9,119;0,801;97,355
Jan 6 2024 11:20:00 AM;382,265;17,704;58,562;514;9,488;0,841;97,355
Jan 6 2024 11:30:00 AM;389,689;18,29;56,816;512;9,585;0,909;97,36
Jan 6 2024 11:40:00 AM;373,968;18,876;55,734;514,5;9,844;0,967;97,355
Jan 6 2024 11:50:00 AM;359,678;19,305;55,325;511,5;10,133;1,002;97,345
Jan 6 2024 12:00:00 PM;246,393;19,945;54,766;513,5;10,573;1,056;97,335
Jan 6 2024 12:10:00 PM;128,748;20,125;50,6;512,5;9,563;1,166;97,325
Jan 6 2024 12:20:00 PM;215,396;20,011;46,197;515,5;8,119;1,261;97,305
Jan 6 2024 12:30:00 PM;240,008;19,945;43,745;510,5;7,262;1,313;97,31
Jan 6 2024 12:40:00 PM;232,424;19,979;45,523;517;7,874;1,274;97,31
Jan 6 2024 12:50:00 PM;205,606;20,907;46,241;510,5;8,945;1,331;97,295
Jan 6 2024 1:00:00 PM;196,136;21,285;47,21;511,5;9,594;1,338;97,295
Jan 6 2024 1:10:00 PM;187,276;21,51;49,07;507,5;10,373;1,309;97,28
Jan 6 2024 1:20:00 PM;177,961;21,7;48,751;508,5;10,449;1,332;97,27
Jan 6 2024 1:30:00 PM;177,403;22,179;47,703;507,5;10,561;1,4;97,265
Jan 6 2024 1:40:00 PM;168,528;22,421;47,143;509,5;10,605;1,436;97,26
Jan 6 2024 1:50:00 PM;148,395;22,872;46,297;511,5;10,743;1,499;97,255
Jan 6 2024 2:00:00 PM;134,482;22,881;44,603;513;10,195;1,548;97,245
Jan 6 2024 2:10:00 PM;128,386;23,333;46,394;505,5;11,192;1,539;97,235
Jan 6 2024 2:20:00 PM;131,098;23,643;44,098;504,5;10,712;1,635;97,225
Jan 6 2024 2:30:00 PM;141,818;22,887;39,952;517;8,572;1,678;97,215
Jan 6 2024 2:40:00 PM;154,687;22,74;39,331;512,5;8,211;1,68;97,215
Jan 6 2024 2:50:00 PM;164,229;22,725;39,864;514,5;8,396;1,664;97,23
Jan 6 2024 3:00:00 PM;183,045;22,978;41,128;513,5;9,081;1,654;97,25
Jan 6 2024 3:10:00 PM;204,764;23,24;39,251;511,5;8,625;1,734;97,24
Jan 6 2024 3:20:00 PM;212,074;22,946;39,324;510;8,391;1,702;97,245
Jan 6 2024 3:30:00 PM;199,716;22,822;38,645;508,5;8,027;1,708;97,26
Jan 6 2024 3:40:00 PM;173,182;23,039;39,012;512;8,358;1,72;97,26
Jan 6 2024 3:50:00 PM;155,989;22,347;40,546;514;8,307;1,608;97,28
Jan 6 2024 4:00:00 PM;139,209;22,811;41,163;513;8,944;1,637;97,29
Jan 6 2024 4:10:00 PM;134,312;22,414;40,632;510;8,398;1,612;97,3
Jan 6 2024 4:20:00 PM;117,992;22,401;40,978;509,5;8,511;1,602;97,295
Jan 6 2024 4:30:00 PM;75,66;22,19;42,68;514;8,921;1,536;97,3
Jan 6 2024 4:40:00 PM;77,933;21,076;44,563;512,5;8,554;1,387;97,3
Jan 6 2024 4:50:00 PM;68,633;21,028;43,669;513,5;8,213;1,406;97,315
Jan 6 2024 5:00:00 PM;65,27;20,422;39,54;515;6,225;1,453;97,32
